"","CKU1","CKU3","CKU4","CKU5","CKU2","CLU1","CLU2","CLU3","CLU4","CLU5","JPU1","JPU2","JPU3","JPU4","JPU5","MHU1","MHU2","MHU3","MHU4","MHU5","YMU1","YMU2","YMU3","YMU4","YMU5"
"OTU171.p__Mucoromycota.g__Endogonomycetes_gen_Incertae_sedis",23,0,0,0,12,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU172.p__Ascomycota.g__Talaromyces",0,0,0,1,2,0,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,5,3
"OTU173.p__Basidiomycota.g__Coprinellus",0,0,0,0,0,0,1,0,3,3,0,0,4,6,1,0,0,0,0,0,17,0,0,0,0
"OTU174.p__Ascomycota.g__Aaosphaeria",0,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU175.p__Mortierellomycota.g__Mortierellaceae_gen_Incertae_sedis",0,0,2,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU176.p__Glomeromycota.g__Glomeraceae_gen_Incertae_sedis",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"OTU177.p__Mortierellomycota.g__Mortierella",2,25,2,0,1,1,9,41,0,6,3,40,2,3,66,0,71,1,0,0,50,3,2,1,1
"OTU178.p__Ascomycota.g__Parastagonospora",0,0,2,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU179.p__Ascomycota.g__Sordariales_gen_Incertae_sedis",0,0,1,2,0,1,3,0,2,2,1,0,4,1,0,2,1,69,1,0,0,1,0,1,0
"OTU180.p__Ascomycota.g__Didymosphaeriaceae_gen_Incertae_sedis",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU181.p__Ascomycota.g__Nigrospora",0,0,1,2,2,0,1,0,3,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"OTU182.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",2,0,4,1,3,0,1,1,3,1,0,0,0,0,0,2,1,3,41,0,0,6,8,12,13
"OTU183.p__Ascomycota.g__Delitschiaceae_gen_Incertae_sedis",0,0,0,0,1,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU184.p__Chytridiomycota.g__Fimicolochytrium",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"OTU185.p__Basidiomycota.g__Coprinopsis",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,98,0
"OTU186.p__Ascomycota.g__Purpureocillium",0,0,0,0,2,0,393,2,3,10,10,12,0,7,1,1,2,1,0,2,0,0,1,0,1
"OTU187.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",1,33,0,3,2,0,2,22,2,1,0,17,2,0,42,0,18,1,0,0,26,0,1,0,0
"OTU188.p__Ascomycota.g__Pyrenochaetopsis",0,0,0,0,0,5,0,0,0,2,0,0,19,0,0,0,0,0,0,0,0,1,0,0,1
"OTU189.p__Ascomycota.g__Fusicolla",0,0,0,4,0,2,2,8,3,5,3,11,1,3,10,19,11,34,8,16,15,10,11,3,7
"OTU190.p__Chytridiomycota.g__Rhizophlyctis",0,0,5,0,0,1,0,1,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
"OTU191.p__Ascomycota.g__Neoascochyta",1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"OTU192.p__Basidiomycota.g__Agaricales_gen_Incertae_sedis",0,0,0,0,0,0,6,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"OTU193.p__Ascomycota.g__Sporormiaceae_gen_Incertae_sedis",0,0,2,0,0,0,3,0,2,1,0,1,6,1,0,5,0,25,12,4,0,3,7,5,0
"OTU194.p__Ascomycota.g__Zopfiella",1,0,0,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU195.p__Basidiomycota.g__Irpex",0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0
"OTU196.p__Ascomycota.g__Preussia",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU197.p__Ascomycota.g__Pleosporales_gen_Incertae_sedis",2,1,2,2,0,0,1,0,4,10,1,1,3,1,1,9,0,6,6,12,1,5,50,2,4
"OTU198.p__Ascomycota.g__Valsonectria",0,1,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU199.p__Ascomycota.g__Ascotricha",2,0,4,1,1,0,3,0,0,5,0,0,0,0,0,16,0,13,9,27,0,0,4,1,0
"OTU200.p__Basidiomycota.g__Exobasidiales_gen_Incertae_sedis",0,46,1,1,0,0,2,27,2,3,0,19,0,1,60,0,17,0,1,0,27,0,0,0,0
"OTU201.p__Ascomycota.g__Acremonium",2,1,1,0,4,1,2,0,1,12,0,1,3,0,0,23,0,5,18,2,1,3,11,16,1
"OTU202.p__Mortierellomycota.g__Mortierella",3,0,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,56,0,0,0,0,0,0,0
"OTU203.p__Ascomycota.g__Populomyces",0,0,0,0,0,0,0,0,0,12,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0
"OTU204.p__Ascomycota.g__Sarocladium",0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU205.p__Ascomycota.g__Fusarium",0,1,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"OTU206.p__Ascomycota.g__Magnaporthiopsis",3,0,0,0,0,1,4,1,8,9,0,0,0,0,0,1,0,0,13,0,0,2,5,4,0
"OTU207.p__Basidiomycota.g__Agaricomycetes_gen_Incertae_sedis",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU208.p__Ascomycota.g__Hapsidospora",10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"OTU209.p__Ascomycota.g__Fusarium",2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU210.p__Ascomycota.g__Pezizales_gen_Incertae_sedis",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU211.p__Ascomycota.g__Podosporaceae_gen_Incertae_sedis",1,0,1,0,2,686,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"OTU212.p__Ascomycota.g__Pseudeurotiaceae_gen_Incertae_sedis",18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU213.p__Ascomycota.g__Phaeosphaeria",0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"OTU214.p__Basidiomycota.g__Cyathus",1,0,0,0,0,0,0,6,0,0,0,10,1,0,2,0,2,1,1,0,4,2,0,0,0
"OTU215.p__Ascomycota.g__Chordomyces",1,34,0,0,0,0,3,44,5,6,1,29,0,1,23,0,51,0,0,2,32,1,0,3,1
"OTU216.p__Ascomycota.g__Enterocarpus",1,0,7,0,0,0,2,0,1,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0
"OTU217.p__Chytridiomycota.g__Rhizophlyctis",0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU218.p__Ascomycota.g__Idriella",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,2,1
"OTU219.p__Basidiomycota.g__Typhula",1,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,2,0,0,0,9,0,0,0
"OTU220.p__Ascomycota.g__Pleosporales_gen_Incertae_sedis",0,0,0,0,0,0,0,2,2,2,0,3,0,2,0,1,2,0,0,0,0,10,31,11,1
"OTU221.p__Basidiomycota.g__Agaricales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"OTU222.p__Ascomycota.g__Blumeria",4,93,3,1,0,0,0,52,1,3,0,35,0,2,42,1,141,1,1,0,115,0,1,0,0
"OTU223.p__Ascomycota.g__Epicoccum",0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"OTU224.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
"OTU225.p__Chytridiomycota.g__Chytridiales_gen_Incertae_sedis",3,0,0,0,3,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,2,0
"OTU227.p__Ascomycota.g__Stachybotryaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"OTU228.p__Aphelidiomycota.g__Aphelidiomycota_gen_Incertae_sedis",0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU230.p__Mortierellomycota.g__Linnemannia",0,0,1,2,0,0,2,0,1,2,1,0,4,0,7,15,1,5,27,9,2,2,0,1,0
"OTU231.p__Ascomycota.g__Niesslia",0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,12,0,1,0,1,0,0,0,0,0
"OTU232.p__Ascomycota.g__Triangularia",4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU233.p__Ascomycota.g__Sordariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"OTU234.p__Basidiomycota.g__Cutaneotrichosporon",9,0,942,0,0,0,95,0,0,0,117,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU235.p__Ascomycota.g__Brycekendrickomyces",0,45,0,0,3,0,1,21,0,0,0,45,1,0,22,0,10,0,0,0,16,0,0,0,0
"OTU236.p__Glomeromycota.g__Septoglomus",3,0,1,0,0,0,6,0,0,4,2,0,5,2,0,0,1,1,3,3,0,0,0,1,1
"OTU237.p__Ascomycota.g__Fusarium",0,0,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU238.p__Basidiomycota.g__Ceratobasidium",0,0,1,0,0,2,3,0,2,9,2,0,2,0,0,0,1,0,0,0,0,0,0,4,0
"OTU239.p__Ascomycota.g__Chaetomium",0,0,0,1,0,0,1,0,0,14,0,0,0,1,0,6,0,2,0,1,0,2,0,1,0
"OTU240.p__Chytridiomycota.g__Rhizophlyctis",2,0,0,0,0,0,0,4,3,1,1,0,0,0,0,7,0,0,2,9,0,5,27,6,1
"OTU241.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",2,41,0,0,1,0,2,19,0,4,0,27,0,0,28,0,21,0,0,0,23,2,0,25,0
"OTU242.p__Ascomycota.g__Fusarium",0,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU243.p__Ascomycota.g__Pseudeurotium",1,0,2,1,0,0,2,0,3,8,0,4,1,0,0,15,0,18,24,34,0,0,0,4,7
"OTU244.p__Ascomycota.g__Ochroconis",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU245.p__Ascomycota.g__Chaetomium",0,0,0,0,0,8,6,0,0,2,1,0,2,0,0,0,5,0,0,0,1,0,0,0,0
"OTU246.p__Ascomycota.g__Pseudopithomyces",0,23,0,2,0,0,0,3,4,1,1,9,1,0,5,0,4,0,0,0,7,0,0,0,0
"OTU247.p__Basidiomycota.g__Panaeolus",0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0
"OTU248.p__Basidiomycota.g__Lindtneria",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU249.p__Ascomycota.g__Trichocomaceae_gen_Incertae_sedis",0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU250.p__Ascomycota.g__Sordariales_gen_Incertae_sedis",0,0,0,0,1,1,1,0,2,4,3,0,2,0,0,20,0,9,4,6,0,9,0,2,5
"OTU251.p__Ascomycota.g__Fusarium",2,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU252.p__Ascomycota.g__Fusarium",3,0,0,1,0,0,1,0,1,3,0,1,0,0,0,23,0,6,3,15,1,0,0,0,0
"OTU253.p__Chytridiomycota.g__Fimicolochytrium",0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
"OTU254.p__Ascomycota.g__Fusarium",0,0,2,0,1,0,0,0,2,0,2,1,0,0,0,2,0,0,0,3,2,0,0,9,4
"OTU255.p__Mortierellomycota.g__Mortierellales_gen_Incertae_sedis",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU256.p__Basidiomycota.g__Tremellales_gen_Incertae_sedis",0,16,1,0,1,0,0,8,0,3,2,6,0,0,11,0,11,1,0,0,6,0,0,0,0
"OTU257.p__Ascomycota.g__Acaulium",0,0,0,0,0,0,1,0,0,6,0,0,0,5,1,0,0,0,0,0,0,1,6,6,0
"OTU258.p__Basidiomycota.g__Basidiomycota_gen_Incertae_sedis",3,0,0,2,5,0,0,0,0,0,0,1,0,0,0,6,0,2,0,6,0,0,0,1,1
"OTU259.p__Ascomycota.g__Microascus",3,1,5,0,0,0,7,0,2,1,0,1,0,0,0,0,0,0,0,20,0,1,0,0,0
"OTU260.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"OTU261.p__Ascomycota.g__Arachnomyces",0,0,3,0,2,0,2,2,0,3,0,0,4,1,0,4,0,4,20,1,0,6,12,32,8
"OTU262.p__Ascomycota.g__Edenia",0,0,0,0,2,0,0,2,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU263.p__Ascomycota.g__Chaetomiaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,11,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"OTU264.p__Ascomycota.g__Lasiosphaeriaceae_gen_Incertae_sedis",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU265.p__Ascomycota.g__Preussia",1,0,0,3,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,2,2,15,22,3,0
"OTU266.p__Ascomycota.g__Pteridiosperma",2,0,0,0,3,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU267.p__Mortierellomycota.g__Mortierella",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU268.p__Ascomycota.g__Sordariales_gen_Incertae_sedis",1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU269.p__Ascomycota.g__Fusarium",0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,13,0,21,1,3,0,1,0,5,1
"OTU270.p__Basidiomycota.g__Sporobolomyces",0,13,1,0,2,0,2,8,0,0,1,1,0,0,8,0,5,2,0,0,6,0,0,0,0
"OTU271.p__Glomeromycota.g__Glomeraceae_gen_Incertae_sedis",0,0,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0
"OTU272.p__Chytridiomycota.g__Rhizophydium",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU273.p__Mucoromycota.g__Rhizopus",0,0,1,1,1,0,0,0,3,1,0,1,0,0,1,3,1,1,0,3,0,6,4,0,0
"OTU274.p__Ascomycota.g__Sarocladium",0,0,2,0,0,0,4,7,0,0,2,0,0,0,0,6,0,4,6,5,0,4,4,0,1
"OTU275.p__Ascomycota.g__Fusarium",1,1,1,0,0,0,0,0,1,4,1,0,1,0,0,4,0,19,4,9,0,2,1,0,3
"OTU276.p__Ascomycota.g__Sordariales_gen_Incertae_sedis",0,0,0,6,1,0,4,0,3,0,1,1,1,4,0,8,0,12,19,34,3,24,9,5,6
"OTU277.p__Ascomycota.g__Cordycipitaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU278.p__Ascomycota.g__Neurospora",0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0
"OTU279.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU280.p__Ascomycota.g__Fusarium",1,0,2,4,2,0,2,1,3,0,1,0,1,1,0,4,2,13,6,3,4,11,7,2,8
"OTU281.p__Ascomycota.g__Bionectriaceae_gen_Incertae_sedis",0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU282.p__Ascomycota.g__Sordariales_gen_Incertae_sedis",0,0,3,0,0,0,1,0,1,2,0,0,0,1,0,5,1,19,20,5,0,0,0,1,0
"OTU283.p__Ascomycota.g__Podospora",0,0,23,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU284.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",6,0,2,1,3,0,0,0,2,0,0,0,0,0,0,2,0,6,1,0,0,0,0,0,0
"OTU285.p__Ascomycota.g__Microascus",0,0,4,1,0,0,0,0,0,5,3,0,0,0,0,5,0,12,15,7,0,0,0,0,0
"OTU286.p__Ascomycota.g__Pleosporales_gen_Incertae_sedis",1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,38,3,0,0,0,0,0,0
"OTU287.p__Mortierellomycota.g__Mortierella",6,0,1,1,0,0,0,0,4,2,2,0,2,1,0,1,0,1,43,2,1,0,0,0,0
"OTU288.p__Basidiomycota.g__Papiliotrema",0,0,0,0,1,0,0,2,3,0,0,0,0,0,7,0,1,0,0,0,5,0,0,0,0
"OTU289.p__Basidiomycota.g__Vishniacozyma",0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
"OTU290.p__Basidiomycota.g__Ceratobasidiaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,6,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU292.p__Ascomycota.g__Wardomycopsis",0,0,4,0,0,0,2,0,2,0,0,0,0,1,0,12,0,6,9,1,0,0,0,0,0
"OTU293.p__Ascomycota.g__Cladophialophora",0,1,1,0,2,0,0,0,1,0,0,0,0,4,0,0,0,0,0,21,0,1,1,0,0
"OTU294.p__Basidiomycota.g__Meira",2,41,4,1,0,0,1,28,1,0,2,52,0,0,47,0,28,1,1,0,48,0,1,0,0
"OTU295.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU296.p__Ascomycota.g__Cercospora",1,0,0,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,1,7,17,9,5
"OTU297.p__Ascomycota.g__Nigrospora",0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU298.p__Ascomycota.g__Ascobolus",0,0,1,0,2,0,0,0,9,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU299.p__Ascomycota.g__Mycosphaerella",2,43,0,0,0,0,2,4,0,1,0,9,0,0,10,0,7,0,0,0,14,0,0,0,0
"OTU300.p__Ascomycota.g__Chaetomium",0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,19,0,11,4,11,0,0,0,0,0
"OTU301.p__Ascomycota.g__Pseudoarthrographis",2,0,2,1,5,0,0,0,1,2,0,0,0,3,0,0,0,3,0,0,0,9,10,28,32
"OTU302.p__Ascomycota.g__Didymocyrtis",0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU303.p__Ascomycota.g__Achroiostachys",7,0,0,0,1,0,2,0,0,2,2,0,2,0,0,1,0,0,3,1,0,0,0,2,1
"OTU304.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU305.p__Ascomycota.g__Hypocreales_gen_Incertae_sedis",1,0,2,0,0,0,0,0,0,2,2,0,0,1,0,1,0,1,45,1,0,0,0,0,0
"OTU306.p__Ascomycota.g__Lulworthiaceae_gen_Incertae_sedis",0,0,0,2,0,0,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"OTU307.p__Basidiomycota.g__Typhula",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU308.p__Glomeromycota.g__Rhizophagus",0,0,1,0,2,0,1,0,0,4,0,0,0,0,0,7,0,31,6,8,0,0,0,3,1
"OTU309.p__Ascomycota.g__Curvularia",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU310.p__Ascomycota.g__Hypocreales_gen_Incertae_sedis",0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU311.p__Ascomycota.g__Sordariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU312.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU313.p__Ascomycota.g__Alfaria",0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"OTU314.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",2,18,9,0,1,0,1,58,1,7,0,54,0,0,45,0,62,3,0,0,71,0,0,0,0
"OTU315.p__Basidiomycota.g__Carlosrosaea",1,0,2,0,0,0,0,17,1,0,0,0,0,0,19,0,15,0,0,0,21,0,0,0,0
"OTU316.p__Basidiomycota.g__Coprinellus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"OTU317.p__Ascomycota.g__Fusariella",15,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"OTU318.p__Basidiomycota.g__Moesziomyces",0,0,0,0,0,0,0,0,0,5,1,1,3,0,3,0,0,1,0,1,1,0,0,0,0
"OTU319.p__Mortierellomycota.g__Mortierella",4,1,2,0,0,0,0,1,1,1,2,0,0,0,0,14,0,5,0,18,0,2,6,3,2
"OTU320.p__Ascomycota.g__Niesslia",0,0,0,8,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU321.p__Chytridiomycota.g__Betamyces",7,0,0,0,15,0,0,0,0,2,0,1,0,0,0,7,0,4,5,4,0,0,0,0,0
"OTU322.p__Ascomycota.g__Hypocreales_gen_Incertae_sedis",0,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0
"OTU323.p__Ascomycota.g__Sordariomycetes_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,1,0,6,1,1,0,1,0,0,0
"OTU324.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,3,2
"OTU325.p__Ascomycota.g__Ascobolus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU326.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis",0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,5,3,0,0
"OTU327.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU328.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU329.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",3,0,4,0,2,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"OTU330.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU331.p__Ascomycota.g__Pseudallescheria",2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35,2,0,0,0,0
"OTU332.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU333.p__Basidiomycota.g__Coprinopsis",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
"OTU334.p__Glomeromycota.g__Glomeraceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU335.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis",4,0,0,0,1,1,1,0,1,0,0,0,2,0,0,1,0,1,2,5,0,0,0,3,8
"OTU336.p__Ascomycota.g__Acremonium",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU337.p__Basidiomycota.g__Parasola",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU338.p__Ascomycota.g__Halosphaeriaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU339.p__Ascomycota.g__Bionectriaceae_gen_Incertae_sedis",1,0,1,0,0,0,0,1,0,3,1,0,3,1,0,0,0,1,1,0,1,15,22,24,7
"OTU340.p__Ascomycota.g__Apiosporaceae_gen_Incertae_sedis",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU341.p__Ascomycota.g__Metarhizium",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU342.p__Chytridiomycota.g__Rhizophlyctis",0,1,1,0,0,0,1,1,0,6,1,0,3,0,0,5,0,0,14,10,0,1,0,0,0
"OTU343.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU344.p__Basidiomycota.g__Auricularia",2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,37,0,3,0
"OTU345.p__Ascomycota.g__Monocillium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU346.p__Ascomycota.g__Onygenales_gen_Incertae_sedis",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
"OTU347.p__Ascomycota.g__Halosphaeriaceae_gen_Incertae_sedis",2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
